gene,logFC,avg_expr,pvalue,padj,neg_log10_p,significant
ST6GALNAC4,-0.2257762,3.6905537,0.0047893481955676,0.005939171869503473,2.319723587698149,False
TMEM150C,-0.20434678,1.6024642,0.004874052365987204,0.006042713074618404,2.3121098091403973,False
N4BP2L1,-0.16670871,1.4265085,0.004902937259805714,0.00607701693084496,2.309543664146134,False
ENSG00000257512,-0.2960434,1.6750063,0.004979777909932061,0.006170728512926965,2.3027900256422447,False
TMEM252,-0.45363963,1.217026,0.0050042580574858825,0.006199526830383898,2.3006603028850092,False
TRBV28,-0.3401932,0.9508778,0.0050074495613715445,0.006201943969992004,2.3003834165382973,False
COX20P1,0.40498364,0.98775476,0.005043975546812952,0.006245635892537088,2.297227027552949,False
DPYSL2,0.23417783,3.5256724,0.005083799069541842,0.0062933883009926245,2.293811622695858,False
HES1,0.23293018,5.252348,0.005093349349204716,0.006303650184659303,2.29299653485297,False
JUND,-0.26320028,6.6322575,0.005152485374074473,0.006375260299522981,2.287983232342105,False
ITGAV,0.16220808,3.5075402,0.005245941992149976,0.006489289945757022,2.2801765160004224,False
FTLP14,-0.28719032,2.1008136,0.005262031741352023,0.006507583157744278,2.2788465365140076,False
PTAFR,-0.23039389,2.0910802,0.005281422995930648,0.006529949302584877,2.277249047917342,False
BST2,0.30923653,5.450317,0.005347299847143643,0.006609764953205987,2.271865462372679,False
LYZ,0.52734613,6.5358133,0.005368515115628707,0.006634348882388417,2.270145819750012,False
KANK1,0.20213675,2.562643,0.005422006125375005,0.006698796794384735,2.2658399961219917,False
FOXJ1,0.27953148,1.20742,0.005423439191300453,0.006698912044590481,2.2657252248776443,False
TFF3,-0.47334862,9.104679,0.005426757998049222,0.006701355887934332,2.2654595450052346,False
STAT1,0.3789673,4.3116803,0.00545385385020523,0.006732405990050633,2.263296504256479,False
PTPRD,-0.22782588,1.9404436,0.005454595333139023,0.006732405990050633,2.263237463426448,False
HID1,0.23004007,3.3628016,0.005496579772580322,0.006782551545632184,2.2599074646762047,False
ITGA9,-0.22595227,1.7760701,0.005612379781604328,0.006923735235139807,2.250852948571255,False
GNG5,0.2937386,3.3509135,0.005624482158650664,0.006936953821720109,2.2499174565042757,False
VAV2,0.25489402,3.5948396,0.005638325342168808,0.006952312382452291,2.2488498681181786,False
RPL39L,-0.28753972,1.9145535,0.005649712249467532,0.006964635416010271,2.2479736710568097,False
SMTN,-0.6636834,3.8135068,0.005737258747867948,0.00707081433062355,2.2412955631841034,False
PXDN,0.2899871,2.4594626,0.005782954855606674,0.0071253756229752024,2.2378501979847396,False
SPRED1,0.1707015,2.9154723,0.005824372788472393,0.007174640044927807,2.2347508358249693,False
CTSK,0.31379294,3.0140095,0.0058682931824753665,0.0072269620473834565,2.231488196745844,False
RBP2,0.6181694,1.6951683,0.006021128929375394,0.0074133574604474195,2.220322073221884,False
ECHDC3,-0.5158342,1.5497918,0.006036524104508507,0.0074304826495673396,2.219213060842331,False
RPS6KA2,-0.19136071,2.1401849,0.006053781621424376,0.007449891239754338,2.2179732494384043,False
ADAMTS15,-0.25516772,1.1990148,0.006149830550172664,0.007566228531216367,2.211136850426016,False
TPBG,0.20570087,2.4570777,0.006151795335862822,0.00756678393095058,2.21099812151351,False
BNIP3,0.23678482,1.6262941,0.006258474162740912,0.007696106938933733,2.2035315363542747,False
PEX39,-0.15739584,2.8742986,0.006331016982361017,0.007783399289846346,2.1985265215226315,False
VIL1,-0.32311583,5.768012,0.006377085928074103,0.007838109547780362,2.1953777310702955,False
ENO2,0.31566954,2.608767,0.006386628096949474,0.007847908696177776,2.194728372732762,False
TNFAIP3,-0.20961642,3.5985217,0.006401077544453416,0.00786373162709265,2.19374691160686,False
FAM110C,-0.2503612,2.8041925,0.006462015021850398,0.007936643357713581,2.189632036739428,False
TSPAN12,-0.18507695,3.8369632,0.006520229779663838,0.008006176055579368,2.185737099010158,False
YBX2,-0.3094511,2.396,0.006584584737753287,0.008083212297757535,2.181471608976914,False
UBE2L6,0.40477562,5.0057774,0.0066212124540198924,0.008126181215046506,2.1790624767421245,False
TRIM22,-0.28897452,2.5872936,0.006633744908103097,0.008139564304420978,2.178241232716027,False
GSTA4,-0.22156,2.6088235,0.006672367073347875,0.008184944888797688,2.175720069453014,False
LINC01770,0.23590302,0.9056411,0.006702000176646366,0.00821927909816822,2.1737955650539345,False
NR2F2,-0.2336669,3.2832558,0.006769389456069955,0.00829988898488224,2.1694504993823402,False
IL17RD,0.24609625,0.92869383,0.00698594909757858,0.008563310980115936,2.1557745831302753,False
PPP1R9A,-0.15057123,1.187109,0.007063323031232992,0.00865603312651102,2.150990931441892,False
TNFRSF18,-0.26148736,1.6988847,0.00707018214777924,0.008662315789977015,2.150569397411529,False
RHOV,0.27552724,2.0593023,0.007091593258258047,0.008686419963569387,2.149256181525687,False
CD93,-0.24790955,2.9988432,0.007110651730341449,0.00870763131317836,2.148090591967932,False
RNY3P16,0.1811257,0.63906896,0.007149268409548738,0.008752777190926467,2.1457383976327664,False
FPR1,0.33468866,1.436405,0.007189776338415199,0.008800215836493512,2.143284619561892,False
ENSG00000234286,-0.32817495,1.3477013,0.007243013311212925,0.008863207674024626,2.140080716651968,False
ALDOA,0.32301974,2.7333617,0.0072514905393215555,0.008871410006510344,2.139572715295433,False
ADORA2B,-0.36206388,3.2551293,0.0073575431588546614,0.008998952004469988,2.133267181678579,False
TBC1D2,-0.23631024,3.601066,0.007551568259863524,0.009234003741579266,2.121962847592237,False
SNORD62B,0.260517,1.2967956,0.007586305946427007,0.009274212648443773,2.119969646715523,False
TM4SF20,-0.58240414,1.9387467,0.0076662469119388,0.009369649122389148,2.1154171972437243,False
IGHV7-81,-0.33933854,1.602736,0.007738189344966545,0.009455265573028527,2.1113606477773375,False
HLA-DQB2,-0.42326033,2.016946,0.007766375892916345,0.009486241214215742,2.10978159341028,False
PDLIM4,-0.4009565,2.0332556,0.007767334306199849,0.009486241214215742,2.109728002401358,False
GLIS2,0.22388756,1.5511503,0.007855834160411058,0.009591983101845003,2.104807693242819,False
RPL7P9,0.24408221,3.1458635,0.007890119499120564,0.009631493529199908,2.10291641917136,False
ENSG00000269981,0.25595707,0.9967463,0.007940865567921307,0.009691073429242502,2.100132156151783,False
SPIRE2,0.2438271,3.0141573,0.008036325931265529,0.009802788401153366,2.0949424577774947,False
PCCA,-0.20224023,2.9781337,0.00803490232233552,0.009802788401153366,2.0950193984437027,False
OAT,-0.3565116,4.863206,0.00816761668306512,0.009960508150079414,2.087904652451014,False
DECR2,0.19845533,2.8871114,0.008446075249952511,0.010297580163316888,2.073345053565438,False
PARP14,0.2401464,3.1953645,0.00847498181258599,0.010330304500958057,2.0718612251251187,False
HLA-DQB1,-0.4413247,3.740616,0.00851052849588933,0.010371104674493455,2.070043469795351,False
PRKX,0.2106595,2.5450475,0.008704884174656122,0.010605365709863698,2.0602370031385355,False
RASSF7,0.27881145,4.720627,0.008851352944113818,0.010781185072002214,2.052990341589783,False
RTP4,-0.23989081,2.5043793,0.008963968553940875,0.010915694780736574,2.047499675661509,False
SLC35D2,-0.19236135,2.2120912,0.008972628502062601,0.01092357986615851,2.047080313174486,False
TMC5,0.29010844,3.7806916,0.00903068317430422,0.010991581273495886,2.0442793939160033,False
TMEM229B,-0.23328912,1.7716126,0.00907805665960881,0.011046552275016804,2.042007110987457,False
LURAP1L,0.19405746,3.397705,0.009133026378472901,0.011110737686706692,2.039385287998792,False
REPIN1-AS1,0.17971778,1.7269093,0.009148186522226261,0.011126473512802555,2.0386649891518873,False
MIR1285-1,0.17387351,0.51779455,0.00915070999856162,0.011126836087745161,2.0385452079559707,False
IL18BP,-0.2853105,2.0774865,0.009215233726961293,0.011202569568394473,2.0354936452476973,False
NAPRT,0.24541378,4.2056046,0.009319384580076428,0.01132642754019984,2.0306127660045568,False
GAL3ST1,-0.31128812,1.7071478,0.00955820955507474,0.011613863371901264,2.019623452198258,False
SPATA18,-0.1249702,1.3237946,0.009571858058616118,0.01162762154836749,2.019003750177367,False
SYCE1L,0.17481047,1.0110323,0.009589430807274322,0.011646138944953026,2.0182071701594833,False
IHH,-0.34903908,4.985009,0.009640756720671651,0.011705629821116623,2.0158888761890843,False
LOC100131289,0.20639944,1.2056097,0.00974639593450479,0.01183102201323718,2.011155949954733,False
TCEAL8,-0.18656015,4.857032,0.009830146142641083,0.011929789008059567,2.0074400255584237,False
CD40,-0.27370048,2.5226011,0.009885728605518885,0.011994332207618157,2.0049913164671334,False
ACP3,0.22342587,1.1749241,0.009897443945913678,0.012005633122166032,2.004476949191753,False
GADD45B,-0.29813695,3.5876508,0.010021381284376253,0.012153021203463803,1.9990724139140317,False
GK,-0.2726543,2.1285796,0.01007148436431674,0.012210820034331644,1.9969065171599585,False
RFTN1,-0.19774938,2.5216265,0.010371751672266422,0.012571820208807783,1.9841478899604825,False
HLA-DRB6,-0.5072458,3.4311132,0.010407152372102798,0.012611672772785746,1.9826680868451187,False
FCGR3B,0.2803511,0.7990178,0.010429988896014321,0.012636284099847735,1.9817161539322683,False
HMGN1P36,-0.13085347,1.0486735,0.010468888961794074,0.012680340312250574,1.9800994065126898,False
NDUFAF2P1,0.14957011,0.6446304,0.010515258810353825,0.012733420695512018,1.9781800336267068,False
PNPLA2,-0.19863224,4.378767,0.010555811584456763,0.012779432910964603,1.9765083703050592,False
ZBTB38,-0.12351394,3.1606488,0.01063683542085341,0.012874407432647556,1.973187560357171,False
CNN3,-0.17537403,5.5342135,0.010706009748497208,0.01295499727552905,1.9703723654998861,False
ASPHD2,0.18323004,1.5477152,0.010820129461489112,0.013089921922924162,1.9657675429194696,False
PLEKHA4,0.31546712,2.6893559,0.011045974390370535,0.013359910970452993,1.95679596800476,False
ELN,0.31173468,2.5787065,0.011099535205093254,0.013421445229858832,1.9546952069871781,False
MIR4263,-0.23539269,1.5130475,0.011136871760741908,0.013463336267821457,1.953236781140347,False
ENSG00000213058,0.803035,2.4148235,0.01127213366819231,0.013623560150099481,1.9479938698797032,False
TRAPPC6A,0.22969294,4.862282,0.01131416247442848,0.01367105180573765,1.9463775889647899,False
JUNB,0.29485798,6.5315366,0.01136880365676293,0.013733756531484575,1.9442852338700825,False
MCRIP1,0.25130105,3.467557,0.011416580728577602,0.013788140976542997,1.9424639480221673,False
MRPS21,0.19378757,4.419802,0.011498515910693452,0.013883742949400448,1.939358209506291,False
BICDL2,-0.27196074,3.5273695,0.011801506599558231,0.014246145098452716,1.928062546413553,False
BTN3A3,-0.232903,2.3473203,0.011979245523112624,0.014457211589563871,1.9215705338220996,False
TEAD2,0.27769947,2.8433967,0.011992754797901994,0.014466531722439075,1.9210810457495102,False
HMGCS1,0.2601087,3.6573663,0.011990923825224768,0.014466531722439075,1.921147355955236,False
RHOBTB3,0.18015814,2.9030685,0.012234552343405041,0.014754645855529477,1.9124119166551188,False
LINC00543,-0.19229686,1.8855498,0.012343969466615942,0.01488301117267415,1.9085451611912312,False
SCG5,-0.23739624,1.8412931,0.012353542874831046,0.014890962963875418,1.9082084731465743,False
ATP5MG,0.13724971,3.3669038,0.012395651766426864,0.014938119747441388,1.9067306329848326,False
HOXA13,-0.37545538,3.0197055,0.012458286477884327,0.015009983708294369,1.9045416867598493,False
TUBBP5,0.17554593,0.72053105,0.012553229968334132,0.015120729906449207,1.9012445150639974,False
RPL6P27,-0.23032475,2.8058014,0.012654792344279846,0.015239393478179005,1.8977449768963488,False
NUPR1,-0.15435922,1.1280293,0.012700500989028318,0.015290754862783912,1.8961791473527734,False
NPNT,0.23860145,3.2046103,0.012712792634652477,0.015301868842865282,1.8957590369677602,False
MIR4489,0.18133551,0.46538463,0.012730466792274511,0.015319454623675705,1.895155671633676,False
TMEM176A,-0.27002,5.75933,0.012908170568455507,0.015529560356659656,1.8891353044666463,False
HSPG2,-0.3879745,3.825584,0.012942277619375435,0.015566848231146782,1.887989288544898,False
CALCRL,-0.18200636,1.4559804,0.012960677224830686,0.01558522994808885,1.8873723049991638,False
C1orf116,0.2852683,3.4848986,0.013108272435323672,0.015758923341336467,1.8824545410516227,False
GPR68,0.15711999,1.4740735,0.013191352034178823,0.0158549904256957,1.8797106896021623,False
ENSG00000260418,0.21520805,2.7995656,0.013219010514091599,0.01588441542188368,1.8788010519875054,False
PPP1R15A,0.2503171,4.7148247,0.013487510115004526,0.016203159676843496,1.8700682166082727,False
NGRN,0.14735222,2.5101023,0.013652833513264092,0.01639783030658671,1.8647772056584802,False
CCNG1,-0.18569756,5.3492184,0.013835462410690228,0.016613187332721217,1.8590063212317285,False
ENPP7P11,-0.22870076,1.3761864,0.014017780074958101,0.01682806731687647,1.8533207579479496,False
HYAL1,-0.2659794,1.8492897,0.014237450397061983,0.017087674504395082,1.8465677759818366,False
ENSG00000267565,0.13670099,1.3592207,0.014352703221148995,0.017221866116089505,1.8430662952042005,False
CMTM3,0.16073227,2.7023103,0.01458069181960111,0.017491232988964864,1.8362218692754366,False
CRYBG2,-0.30513895,2.0871024,0.014604950954384605,0.017516132111279212,1.8354998971139778,False
RPS26,0.3135891,6.567699,0.014894391108629739,0.017858982144639976,1.8269772462970277,False
SLC16A3,0.25658584,3.4767513,0.015075714320284298,0.01807206223961196,1.821722100878817,False
CD99,-0.17460775,5.3463144,0.015254853019061577,0.01828242212255702,1.8165919724409787,False
FUT2,-0.29898834,4.267485,0.015302962880712331,0.0183356852153275,1.8152244751845135,False
RPL39P15,0.17471308,0.8719053,0.015380756317027523,0.018424480494762245,1.813022308472448,False
DSP,-0.288826,5.454291,0.015405876837607161,0.018450151901325942,1.8123135784312872,False
METRN,0.20723748,2.3692193,0.015554766708187,0.018624002284706658,1.8081364980947725,False
PCP4,-0.7355472,1.6773691,0.015574869496874418,0.018643607250268635,1.8075755836430951,False
H2BC12,-0.19492722,4.802606,0.01574731407816426,0.018845517087319606,1.8027935104779458,False
CAVIN3,0.275383,2.000237,0.01583061120185259,0.01894066906180018,1.8005023171990688,False
HSPB1,-0.24690151,7.4561205,0.015980887322566664,0.019115893926515148,1.7963991105917503,False
MNDA,-0.26699698,1.7999332,0.01620434337367248,0.019378549836967806,1.7903685625934125,False
EDN1,-0.24775434,3.2935157,0.016284643425721557,0.019469922794980343,1.7882217464596804,False
CEBPA,-0.23524332,3.437184,0.016420973547347888,0.01962822561241679,1.7846010985133265,False
XBP1,0.24206829,6.4747486,0.01661080394366144,0.019850387121966347,1.7796093476902912,False
DAZAP2P1,0.18665826,1.5320117,0.016842320892144776,0.020122247182968667,1.7735980624088177,False
LRP4,0.3876655,2.8364267,0.01714851438401102,0.020483175327294576,1.7657734979403246,False
APOBEC1,0.4322536,2.240202,0.017221114564634613,0.020564980373339637,1.7639387440782894,False
PPIAP29,0.34134972,1.723258,0.01727073729493228,0.020619313866920105,1.762689121825377,False
GOLIM4,-0.16149807,5.243856,0.01781129867326299,0.021259606914851983,1.7493044137164457,False
HNRNPCP2,-0.2579484,2.9668598,0.01799642388826864,0.02147544616738501,1.7448137860016952,False
ENSG00000244459,-0.16592228,1.1459138,0.018089056708380454,0.021580835968003406,1.7425840797419807,False
ADM,-0.2806759,3.5300398,0.01842617107587661,0.021977780386303207,1.73456490099244,False
MUC20,-0.34472227,3.077337,0.018688213922419362,0.0222850154095151,1.7284322032066852,False
DNAJC12,-0.24537754,1.8767159,0.019058759650903104,0.02272145881128172,1.7199053667772648,False
COX6A1P2,0.20743608,2.6714962,0.01972141487855427,0.023505858019730954,1.7050619305760462,False
RPL41P2,0.29796207,1.8809838,0.019811900454188805,0.023608079664190665,1.7030738628168332,False
CCN2,0.39184237,5.3213425,0.02003925748209511,0.023873311272450695,1.6981183744915698,False
RPL13AP25,0.2106924,3.3751915,0.02004712973575142,0.023877000638103166,1.697947799061639,False
IGFBP5,-0.4316721,5.2466636,0.02036326328396121,0.024247753374566815,1.691152623552693,False
ENSG00000230953,-0.26790226,1.39712,0.020390718386086987,0.02427466474534165,1.6905674733087896,False
DEPP1,0.32687235,3.0889857,0.020438793166218723,0.024326104696761157,1.6895447512342512,False
TRAM1,0.13984537,5.620797,0.02108602398418681,0.025090461666095683,1.6760053038317764,False
AMIGO2,0.32928085,2.3656764,0.021358547217837913,0.02540869285966918,1.6704282908164043,False
AGPAT2,-0.24372339,6.605874,0.02146009108060709,0.02552341945838141,1.6683684391398195,False
FAM3B,0.6603832,1.7691507,0.0219438040894511,0.026092513780560166,1.658688082693453,False
IGHG2,-0.48912334,5.8220425,0.021987254762975236,0.026137963341625343,1.6578289914540079,False
SYT1,-0.20731682,0.9137082,0.02205911885071675,0.026217160507150877,1.6564118393987461,False
FAM131B,0.25324857,0.8563754,0.022075099920794632,0.026229919107408073,1.6560973219541752,False
ARHGEF35,-0.28243792,1.7964387,0.022471141350738744,0.026694156985909653,1.6483748684024453,False
TYMP,0.32655454,3.4322495,0.022531905073527776,0.026759982272598307,1.64720208710693,False
MPST,-0.22132683,4.801844,0.022578854073726427,0.02680937315806985,1.6462981032474537,False
MYH10,0.20889962,1.6535885,0.023154624549365538,0.027486496378639053,1.6353622566679604,False
HNF4A,-0.2481308,5.488139,0.023706922168744846,0.028135440504088356,1.6251248261102311,False
ENSG00000243679,0.22016406,2.923213,0.023721443671448947,0.02814599391486586,1.6248588836271334,False
ENSG00000258122,-0.16561162,1.0224559,0.023870667404721317,0.028316331440950554,1.6221354382979947,False
ENSG00000234648,-0.40460038,3.8934793,0.023890295284587117,0.028332892889690604,1.6217784823273826,False
CEMIP2,0.22316575,3.9723797,0.02396518641209419,0.028414970846685074,1.6204191885195123,False
CASP1,-0.33796835,3.6872852,0.023997915995231472,0.02844703176295812,1.6198264712495938,False
PSME2,0.27082014,5.432132,0.024238927134973477,0.028725915068705234,1.615486606851973,False
RNU6-118P,0.14766839,0.53226954,0.024256894063751474,0.028740395810132078,1.6151648084706212,False
PKD2,-0.23527324,2.0589392,0.024557482231044703,0.029089649645871477,1.6098161615217295,False
NRP2,-0.38111162,1.8029047,0.024815439117621147,0.029388250968286532,1.6052780354103429,False
SCT,-0.19588774,1.0400028,0.024853111393576745,0.029425895564263255,1.604619233631864,False
PTGES3P3,-0.15721917,1.3859856,0.025237981631734286,0.029874504772412745,1.5979453800638115,False
LMO7,0.21611404,3.5991583,0.02531369410915439,0.029957034448703422,1.5966444722201343,False
ROBO1,0.20161974,1.535738,0.0254220805592204,0.030078183340298627,1.5947889093912517,False
GLUL,-0.16602612,4.871664,0.025657297508992587,0.03034929915896923,1.5907890899229615,False
CSTA,0.18297672,1.2990686,0.026179991746591268,0.030960255140245117,1.5820304946993362,False
GJB2,-0.21209669,4.474702,0.026279742353922223,0.031070870600522844,1.5803788969059542,False
EXOC3L4,-0.20204031,1.4561379,0.026305964696489437,0.03109452091783621,1.5799457670589965,False
LPAR6,-0.18484974,2.074609,0.026386092111978694,0.031181862576197938,1.5786249258040717,False
DEPTOR,0.18320298,3.2670736,0.026464327694225923,0.03126692780508734,1.5773391344479466,False
HMGN5,-0.17617679,1.9913493,0.026593888205165943,0.03141257761063778,1.5752181612544494,False
TPPP,-0.29681575,1.5834799,0.026690869433183072,0.031519685206876556,1.5736372791954867,False
UQCRQ,0.15740824,5.612693,0.02676871427376776,0.031604149083551074,1.572372487879841,False
ANXA6,-0.2525034,4.476054,0.027274162962938088,0.03219329905918094,1.5642485689212982,False
ZFP36L1,0.20888805,5.4979672,0.0283018718895893,0.033398479926350366,1.5481848392306774,False
ABCA3,-0.19030762,1.2376146,0.02836257032149077,0.03345431743511532,1.5472544143261335,False
DPP4,-0.2728212,1.8618559,0.0283573062943406,0.03345431743511532,1.5473350258537628,False
SLC15A3,-0.1591208,2.1378493,0.029013795622095093,0.034214381629829115,1.5373954525174833,False
F3,0.21699548,3.8779674,0.029182263496148983,0.034404932204844356,1.5348810254733196,False
TFPI2,0.21487367,0.8258234,0.02930205999110798,0.03453802450625646,1.533101846836243,False
PSMB8,0.22951078,5.5153046,0.029445100315358425,0.03469026898604904,1.5309869617609402,False
MGAM2,-0.35012865,1.8516271,0.02943852714126289,0.03469026898604904,1.5310839222701154,False
COX7B,-0.16421413,5.6947794,0.02951597896065579,0.034765581814671126,1.5299428078972974,False
CSF2RA,-0.13721347,1.2642555,0.0296920186556579,0.03496469460157548,1.527360275249666,False
ATP6V0E2,0.1353867,1.8461834,0.029715980863674184,0.034984672549651735,1.5270099299977051,False
COL15A1,0.28390718,3.3085933,0.029751858924877823,0.035018666342841134,1.526485893949042,False
JAK3,0.18258858,1.4736845,0.03020931686926948,0.03554873719612789,1.5198590954238764,False
USP18,0.2015723,1.9032037,0.030952410028466555,0.03641460003349006,1.509305530123172,False
NOX1,0.3488717,5.503852,0.031083498409163836,0.03656021925330962,1.5074701078153903,False
NME3,0.14806032,4.464075,0.031195330227411677,0.03668312585537591,1.5059104126563596,False
COX5B,-0.16928625,7.172245,0.031216648249043525,0.03669273535596079,1.505613729239302,False
MTCO1P40,-0.7040628,2.0612018,0.03121817924085144,0.03669273535596079,1.505592430188087,False
LRIG1,-0.22511697,3.3302264,0.031263532878061995,0.03673740643720563,1.5049619468941389,False
MRAS,-0.20844245,1.312604,0.0313309264781773,0.03680794933996393,1.5040267625261836,False
CRIP2,-0.21065402,3.1730065,0.03134268878495464,0.03681311814065615,1.503863749591111,False
ENSG00000258424,-0.20535922,1.2071989,0.03154216479614606,0.03703001267450817,1.5011085035639475,False
NRSN2,-0.18422437,2.5515795,0.03153734862910222,0.03703001267450817,1.5011748209675404,False
ANXA13,-0.27156806,2.717021,0.031752731356231245,0.03726846403313526,1.498218910941482,False
DAPP1,0.15680075,1.2376952,0.03209846311284469,0.03766541083412896,1.4935157612895131,False
ANKH,0.16160798,3.4719987,0.0321549953095617,0.037722894544300445,1.4927515494315982,False
ENSG00000277968,0.15756303,0.6821344,0.032268430800981726,0.037847092189751026,1.491222153624442,False
ORMDL2,0.12949419,2.8814418,0.03228353840334423,0.03785593152362128,1.4910188709502963,False
PTMAP2,0.20639467,2.4214547,0.032685167621663014,0.03831092429535685,1.4856492834691621,False
NR1I2,-0.24226451,3.075251,0.03268688060879847,0.03831092429535685,1.4856265232564778,False
BNIP3L,-0.13751554,3.9401739,0.033077565646254095,0.03875378283896634,1.4804664599810793,False
DGAT1,-0.20657492,5.1007032,0.03308022903134167,0.03875378283896634,1.4804314922663007,False
PDE4A,0.15491343,2.2655294,0.03354026554937395,0.03928351551812362,1.4744335032632891,False
MFGE8,0.1925714,3.4781938,0.03376728671261562,0.03954014837542812,1.4715038346290223,False
ENSG00000231747,-0.19302571,1.6380074,0.03387296343289682,0.039654604814910815,1.470146806713647,False
HOXB5,0.20441318,3.052062,0.03445051081349231,0.04032129074612864,1.4628043342255486,False
ENSG00000268970,-0.12899458,1.3962564,0.03445886397362224,0.04032162880133658,1.462699044302955,False
RNU7-140P,-0.1996367,0.695853,0.03519731570624264,0.04117608295068161,1.4534904563633146,False
TNFSF13B,-0.2011646,1.4651904,0.035217171513332264,0.041189674284599145,1.4532455275703398,False
RPS24P19,0.1813308,1.5513926,0.035658757117733815,0.04169639513299089,1.4478337981858096,False
QSOX1,-0.21080351,5.078203,0.03606067895411687,0.0421480841525427,1.4429661005961316,False
KCNK1,-0.19787669,3.3924026,0.036061900800915536,0.0421480841525427,1.442951385611608,False
CCL18,0.44193482,2.893466,0.03630448557565028,0.04242169382525156,1.440039712693847,False
EIF4BP6,-0.11267519,1.1591574,0.036501063141074035,0.042641428903123876,1.4376944859660505,False
PLPPR2,0.22736764,2.2473688,0.03656296524157026,0.042703766925449964,1.4369585904045488,False
LAYN,-0.24445951,1.4276679,0.036578672070606305,0.042712134599026515,1.4367720649305755,False
MARCO,-0.46169603,1.4625895,0.03659951455784496,0.04272649376353602,1.436524674885572,False
ENSG00000273716,0.21799397,1.5538294,0.03669213904616226,0.042824625404017574,1.4354269693869803,False
CERNA2,-0.17764193,0.8153069,0.03675386215462001,0.042886653622660455,1.4346970178230705,False
FOXA3,-0.22528505,4.367853,0.03741509398621843,0.04364803311504717,1.4269531594976141,False
STARD10,-0.24286842,5.941827,0.03761260371705929,0.04386821054007382,1.4246666016796616,False
EIF3FP3,-0.2284286,2.356513,0.037872098334284836,0.04416056242337318,1.4216806317749988,False
PANK1,-0.19915509,2.2238336,0.03801725546571261,0.04431948643706296,1.4200192388414168,False
ATP1B1,-0.2093935,7.5231028,0.03804263543081241,0.0443387359333478,1.4197294046312197,False
CARD11,0.22091377,1.6389596,0.038152826368886776,0.044456800709492865,1.418473283896666,False
MIR765,0.11365619,0.38302183,0.038802912894214024,0.045203766186176636,1.4111356711480816,False
RBMS1,-0.18917716,1.5641379,0.03905779083988722,0.04549008949439462,1.4082923246216235,False
PCCA-DT,0.17400599,2.241222,0.03910608992614627,0.04553573582457646,1.4077556053823166,False
RBM38,-0.23343325,4.205394,0.039295763836904266,0.04574594160291533,1.4056542649278132,False
PHLDA3,0.32123613,2.97559,0.0393494967719977,0.04579783143854481,1.405060817321232,False
NID1,-0.2889588,3.7494574,0.03944746158758307,0.04590116544982903,1.4039809380559445,False
IFIT5,-0.15275145,2.5724657,0.03957230003567613,0.04603571432721747,1.4026087067778754,False
ACSL5,-0.2267685,6.148722,0.0398644965639908,0.04636484829494161,1.3994137161024527,False
MYCL,0.14654684,2.169851,0.04012259714588676,0.046654182727775294,1.3966109627497985,False
CD248,-0.31891418,3.9674191,0.040723296266638884,0.047341660389024515,1.3901570761410036,False
FFAR2,0.14408106,0.8024298,0.041248036858909314,0.047940535633320916,1.3845967162445108,False
BTN3A2,-0.2318263,3.1050055,0.041260774656150044,0.047944195510283574,1.3844626225641965,False
TRBJ2-3,-0.3076228,1.1934056,0.041733329366515824,0.04848202760979998,1.3795169671256118,False
MBOAT2,-0.13872147,2.5698102,0.04201007693984505,0.048792191567764286,1.376646523067589,False
CLDN3,-0.23613071,8.187893,0.04211823269700367,0.04890644762773301,1.3755298603270523,False
THBS1,-0.29883385,4.699052,0.04244545136256522,0.04927496095027307,1.3721688437941884,False
RNY1P16,0.12903866,0.4891202,0.04305451153563956,0.049970417288346745,1.3659813335860858,False
VMO1,0.13055313,1.4029973,0.04340187824433187,0.050361891673627146,1.3624914757064173,False
SERPINB6,0.11234307,3.8664265,0.04373739917904492,0.050739442203068356,1.3591470456187238,False
CA8,0.1431979,0.92510706,0.04416540761631607,0.051224086773737035,1.3549177569694075,False
TPST1,-0.16127872,1.7164792,0.044234996114797615,0.05129289901994158,1.3542340065370224,False
HMGN2P3,-0.14388359,1.1320527,0.04453876049621023,0.051633156151414596,1.3512618734525563,False
TLE2,-0.20562291,3.5405345,0.04465923139225599,0.0517608152436903,1.3500887556258527,False
WASF1,0.184749,1.3683898,0.04485392188267751,0.0519744170135313,1.34819957764687,False
TFF1,0.48316956,6.3502026,0.044968297821707054,0.05209487699456331,1.347093551405395,False
PCOLCE,0.22229075,3.1923308,0.045478210122453046,0.052673396018592826,1.3421966360959654,False
RPL21P75,0.141491,0.98343873,0.04556912070301426,0.05276646677051211,1.3413293514375892,False
RPL26P19,0.20501208,2.1361232,0.046291523883408695,0.05358066316786141,1.3344985223223498,False
CDHR1,-0.30937457,3.2270904,0.04629369297703226,0.05358066316786141,1.3344781729529027,False
C4BPA,0.3006041,1.52213,0.046380299228697096,0.05366847862612485,1.3336664537801193,False
EFNB2,-0.17898774,3.8165073,0.04643560841005647,0.05372004674925552,1.3331488598521544,False
NUDT16L1,-0.13682699,4.2269335,0.04647512918534971,0.053753330077896955,1.3327793943606567,False
MIR210HG,0.16246057,1.8887998,0.04745789116033953,0.05487730245182647,1.3236915640069222,False
SPOCK1,0.2877636,1.3901905,0.047647868956901235,0.05508424156867195,1.3219565183405468,False
DHDH,0.29824466,0.9309498,0.04795957987706216,0.05543178441639177,1.3191246299491852,False
