gene,logFC,avg_expr,pvalue,padj,neg_log10_p,significant
PCDHGC3,-0.8088666,1.5704963,3.0985916644279763e-16,8.723512568772456e-16,15.508835651760092,False
LRFN4,1.073045,2.8948917,3.184108981651081e-16,8.959226172344066e-16,15.49701207619828,True
DANCR,0.5988625,2.0191872,3.3817579308077155e-16,9.510005429717986e-16,15.470857482804801,False
FADS1,0.81079125,1.3089468,3.400348416379721e-16,9.55690954575526e-16,15.468476580734627,False
MGAT5,0.89044785,4.0385866,3.4401597643166737e-16,9.663370124485037e-16,15.46342138790813,False
PRADC1,-0.83065486,4.305366,3.4496468903426147e-16,9.68457858041161e-16,15.46222535751344,False
PLEKHS1,1.44491,2.0140445,3.5231273563413816e-16,9.885318059319253e-16,15.453071657370392,True
SLC25A15,0.97340083,2.7238865,3.5468243793498395e-16,9.94622652649983e-16,15.450160315043005,False
CAVIN2,-2.1398144,2.477142,3.5888389308818146e-16,1.0052770114514887e-15,15.445046032611017,True
MSLN,1.6542952,2.9731374,3.5884829925410545e-16,1.0052770114514887e-15,15.44508910774658,True
HCLS1,-1.0146973,2.78436,3.7077327286036114e-16,1.0379990841555464e-15,15.430891579456377,True
LRIF1,0.44079542,2.1462204,3.780462199190649e-16,1.0577678229408642e-15,15.42245510008688,False
PDGFRA,-0.9200926,2.368807,3.786821587690476e-16,1.0589545826874932e-15,15.421725155747085,False
PLAAT2,-2.432229,2.409178,3.8974254183756627e-16,1.0892748514185752e-15,15.409222186773581,True
ENSG00000273893,0.43169856,1.064532,3.942539015233396e-16,1.1012678813501106e-15,15.404224000214219,False
NIPAL1,-1.1152132,2.975678,3.987244686846224e-16,1.1131336367521563e-15,15.399327111995895,True
C2orf72,-1.093962,3.3437648,3.993010129470307e-16,1.1141211298745276e-15,15.398699588085783,True
SNORD101,1.140934,1.4621055,4.254841224812636e-16,1.1865145635283425e-15,15.371116641566303,True
EPHA10,-0.97875476,2.0534687,4.315433034176772e-16,1.2027405334940837e-15,15.364975618276135,False
IGKV1D-16,-2.6670218,2.8335547,4.4161460339865565e-16,1.2301242434502944e-15,15.354956573705964,True
A1CF,-1.0102881,2.1327014,4.496806839233927e-16,1.2518949997867281e-15,15.347095767192236,True
CCNQ,0.6768658,3.959177,4.613762173604314e-16,1.2837401707301931e-15,15.335944795890635,False
C5orf52,-0.91611266,1.5984083,4.722569587484381e-16,1.3132840899567244e-15,15.325821633991028,False
APBB1IP,-0.85210764,1.6920328,4.938664253173419e-16,1.3726137446285212e-15,15.306390497618652,False
SERPINF2,0.7755933,1.3701875,5.062513325399684e-16,1.4054728832314504e-15,15.295633820638523,False
XYLT1,-0.6455816,2.1320775,5.061675096486764e-16,1.4054728832314504e-15,15.295705735181617,False
MRC1,-1.267125,2.3370266,5.146271501983105e-16,1.4279332691407062e-15,15.288507305435681,True
FASN,1.4275687,4.561308,5.158475754844428e-16,1.4305257223639566e-15,15.287478606328474,True
MALAT1,1.3599653,4.020069,5.169524246458285e-16,1.4327949685305668e-15,15.28654942337514,True
CCNB2,1.0164392,3.6452422,5.212480240823971e-16,1.4439003437185515e-15,15.282955578314086,True
CHLSN,0.69131327,3.6584976,5.653301017426534e-16,1.5651442462421191e-15,15.247697889344979,False
AURKB,1.1457982,3.3800445,5.847073548282832e-16,1.6178952817606066e-15,15.233061443290731,True
SCGB2A1,-1.8613665,1.789972,5.970152633838357e-16,1.6510377859066253e-15,15.224014565489329,True
TPGS1,0.51423484,0.95848763,6.086543438403651e-16,1.6822950354902298e-15,15.215629274165916,False
ACHE,-0.98141956,2.1456,6.272234225340232e-16,1.7326613882155339e-15,15.202577732072115,False
TMPRSS2,-1.2778387,5.5640397,6.321865941112609e-16,1.7454074934049167e-15,15.199154717868844,True
C1QC,-1.4861135,6.353093,6.348988491812311e-16,1.751928391780439e-15,15.197295460127876,True
ENSG00000280027,0.4857912,0.9150057,6.355060942936224e-16,1.7526367741136854e-15,15.196880280349312,False
RPS20P14,0.92916,1.955215,6.407420720498017e-16,1.7661027344261346e-15,15.193316758669,False
IL1R2,-1.8738267,2.7952118,6.446076589875427e-16,1.775778674896812e-15,15.190704538668136,True
GINS2,1.0514703,2.9228313,6.510181199538953e-16,1.79245077079817e-15,15.186406923434154,True
SLC6A20,1.4646598,1.2931476,6.786742304275986e-16,1.8675680529102878e-15,15.168338640856518,True
FRYL,-0.78170896,3.0787559,6.894075417088505e-16,1.8960603457339122e-15,15.161523969978516,False
TAGAP,-0.76570904,1.3829768,7.016871037109417e-16,1.928771587990494e-15,15.15385650528484,False
ETS2,0.94532585,6.2644715,7.069287613528959e-16,1.942111981738725e-15,15.150624348735143,False
DUSP2,1.2081385,2.437666,7.1222128330859715e-16,1.9555773841532046e-15,15.147385052445856,True
LINC02924,0.47699654,0.7491503,7.190491339070099e-16,1.973241311490148e-15,15.1432414324883,False
LOX,0.63655865,1.696945,7.205102480909342e-16,1.976166341445239e-15,15.142359837670686,False
IL1RN,1.2462567,1.8889658,7.332743928220837e-16,2.0100723487447467e-15,15.134733481035001,True
GPRIN2,-1.2885487,2.840633,7.527581016592809e-16,2.062350963450085e-15,15.123344561637872,True
BICDL3P,-1.4809723,3.9703732,7.546764272131908e-16,2.0664743351949364e-15,15.122239215254554,True
MIR647,1.3212061,2.3791742,7.690972581684162e-16,2.1048091356552166e-15,15.114018736902015,True
STAG3L5P,0.5773525,0.9582763,7.703011695932222e-16,2.106950682694809e-15,15.113339442723639,False
ENSG00000254290,1.0413103,2.6011064,7.732078006612424e-16,2.1137446710258133e-15,15.11170377315481,True
FBLN2,-1.5594873,3.5886393,7.887599667008837e-16,2.1550818762319226e-15,15.103055140006637,True
SNRPGP2,1.1662118,3.2390523,8.073433909989634e-16,2.2046515319469235e-15,15.092941705555722,True
IGLV3-10,-2.9032865,4.898834,8.135951286092425e-16,2.220510722186797e-15,15.08959166041036,True
MT1F,-2.5868275,3.6359963,8.141066385341672e-16,2.2206945950195505e-15,15.089318703841004,True
UCHL1,-1.6254598,2.1340053,8.389802716736271e-16,2.2872962695573258e-15,15.076248251333416,True
HSP90AA1,0.7102413,7.5384912,8.42266858026828e-16,2.2950050627434006e-15,15.074550287827094,False
IGHV3-53,-2.565736,3.6631289,8.51542771030292e-16,2.3190162609757407e-15,15.06979353354291,True
